GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
109729137	5.91e-01	5.00e-01	0.5964	-0.673978	-0.40199	8.23	MEF2C-AS2	MEF2C antisense RNA 2
22978	5.91e-01	5.00e-01	0.0652	-0.673959	-0.043937	885.39	NT5C2	5'-nucleotidase, cytosolic II
131544	5.91e-01	5.00e-01	0.0648	0.673713	0.043681	813.99	CRYBG3	crystallin beta-gamma domain containing 3
440248	5.91e-01	5.00e-01	0.1165	0.673764	0.078515	218.27	HERC2P9	HERC2 pseudogene 9
140901	5.91e-01	5.00e-01	0.0811	-0.673828	-0.054629	508.97	STK35	serine/threonine kinase 35
7982	5.91e-01	5.01e-01	0.1042	-0.673329	-0.070163	275.38	ST7	suppression of tumorigenicity 7
85457	5.91e-01	5.01e-01	0.1156	0.673376	0.077861	220.06	CIPC	CLOCK interacting pacemaker
342909	5.91e-01	5.01e-01	0.1805	0.673159	0.121493	107.21	ZNF284	zinc finger protein 284
51157	5.91e-01	5.01e-01	0.11	0.673036	0.074065	344.41	ZNF580	zinc finger protein 580
4841	5.91e-01	5.01e-01	0.037	0.672956	0.024925	4775.72	NONO	non-POU domain containing octamer binding
26175	5.91e-01	5.01e-01	0.1845	0.672856	0.124157	87.57	LYSET	lysosomal enzyme trafficking factor
112942	5.92e-01	5.02e-01	0.0881	-0.671681	-0.059148	406.89	CFAP36	cilia and flagella associated protein 36
896	5.92e-01	5.02e-01	0.068	-0.67162	-0.045667	760.5	CCND3	cyclin D3
145173	5.93e-01	5.02e-01	0.1162	0.670835	0.077969	236.2	B3GLCT	beta 3-glucosyltransferase
29928	5.93e-01	5.03e-01	0.1013	-0.670449	-0.067908	327.66	TIMM22	translocase of inner mitochondrial membrane 22
101929151	5.93e-01	5.03e-01	0.4684	0.670364	0.313991	13.09	LINC02204	long intergenic non-protein coding RNA 2204
7392	5.93e-01	5.03e-01	0.0641	0.669955	0.042946	943.46	USF2	upstream transcription factor 2, c-fos interacting
51276	5.94e-01	5.03e-01	0.2899	0.669474	0.194065	37.48	ZNF571	zinc finger protein 571
105372141	5.94e-01	5.04e-01	0.3946	-0.668823	-0.263922	18.62	LOC105372141	uncharacterized LOC105372141
7111	5.94e-01	5.04e-01	0.1442	-0.668573	-0.096437	142.69	TMOD1	tropomodulin 1
54996	5.94e-01	5.04e-01	0.1738	-0.66847	-0.116201	98.75	MTARC2	mitochondrial amidoxime reducing component 2
401233	5.94e-01	5.04e-01	0.2726	-0.668286	-0.182178	40.65	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2
5603	5.94e-01	5.04e-01	0.1379	-0.668323	-0.092141	162.51	MAPK13	mitogen-activated protein kinase 13
105378512	5.94e-01	5.04e-01	0.2393	0.668144	0.15987	50.51	LOC105378512	uncharacterized LOC105378512
107986083	5.94e-01	5.04e-01	0.2916	0.667967	0.194805	33.13	LOC107986083	
140701	5.94e-01	5.04e-01	0.2359	-0.667857	-0.157516	52	ABHD16B	abhydrolase domain containing 16B
23369	5.94e-01	5.04e-01	0.0471	-0.667633	-0.031424	1845.07	PUM2	pumilio RNA binding family member 2
22932	5.95e-01	5.04e-01	0.1783	-0.667543	-0.119015	92.44	POMZP3	POM121 and ZP3 fusion
112267872	5.95e-01	5.05e-01	0.3691	0.667375	0.246334	21.48	LOC112267872	
9761	5.95e-01	5.05e-01	0.0425	-0.667299	-0.028361	3385.33	MLEC	malectin
100128881	5.95e-01	5.05e-01	0.2087	-0.666933	-0.13918	68.6	VPS9D1-AS1	VPS9D1 antisense RNA 1
9453	5.95e-01	5.05e-01	0.0763	-0.666209	-0.050837	583.7	GGPS1	geranylgeranyl diphosphate synthase 1
106635684	5.95e-01	5.05e-01	0.1449	0.666253	0.09652	139.37	SNORD141B	small nucleolar RNA, C/D box 141B
4641	5.95e-01	5.05e-01	0.0336	0.666241	0.022407	6494.37	MYO1C	myosin IC
162655	5.95e-01	5.05e-01	0.2413	-0.666358	-0.16078	53.61	ZNF519	zinc finger protein 519
9148	5.95e-01	5.05e-01	0.456	-0.666078	-0.303718	14.44	NEURL1	neuralized E3 ubiquitin protein ligase 1
100529251	5.95e-01	5.05e-01	0.188	0.665942	0.125227	85.85	CKLF-CMTM1	CKLF-CMTM1 readthrough
344405	5.96e-01	5.06e-01	0.5812	-0.665255	-0.386676	8.43	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene
101929356	5.96e-01	5.06e-01	0.5099	-0.665296	-0.339212	11.13	LOC101929356	
79177	5.96e-01	5.06e-01	0.1647	-0.665156	-0.10954	109.04	ZNF576	zinc finger protein 576
26263	5.96e-01	5.06e-01	0.0819	0.664851	0.054435	466.14	FBXO22	F-box protein 22
387066	5.96e-01	5.06e-01	0.0945	0.664706	0.062847	374.53	SNHG5	small nucleolar RNA host gene 5
55756	5.96e-01	5.06e-01	0.1366	0.664426	0.090763	168.71	INTS9	integrator complex subunit 9
374986	5.97e-01	5.07e-01	0.0772	-0.663963	-0.051258	533.02	MIGA1	mitoguardin 1
51076	5.97e-01	5.07e-01	0.1661	-0.663804	-0.110258	108.93	CUTC	cutC copper transporter
5564	5.97e-01	5.07e-01	0.0968	0.663819	0.064236	341.99	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1
80222	5.97e-01	5.07e-01	0.1106	-0.662915	-0.073297	258.63	TARS2	threonyl-tRNA synthetase 2, mitochondrial
79998	5.97e-01	5.07e-01	0.1289	-0.662884	-0.085422	179.43	ANKRD53	ankyrin repeat domain 53
318	5.97e-01	5.07e-01	0.1456	-0.662801	-0.096507	154.78	NUDT2	nudix hydrolase 2
7405	5.97e-01	5.08e-01	0.1036	-0.66255	-0.068665	297.55	UVRAG	UV radiation resistance associated
149013	5.97e-01	5.08e-01	0.0741	-0.662319	-0.049059	643	NBPF12	NBPF member 12
283788	5.97e-01	5.08e-01	0.1021	-0.662191	-0.067597	288.84	LOC283788	FSHD region gene 1 pseudogene
101928445	5.98e-01	5.08e-01	0.2554	-0.661681	-0.168999	47.17	RUFY1-AS1	RUFY1 antisense RNA 1
100996485	5.98e-01	5.08e-01	0.161	0.661469	0.106512	127.09	PITX1-AS1	PITX1 antisense RNA 1
253639	5.98e-01	5.09e-01	0.4116	-0.661009	-0.272094	18.24	ZNF620	zinc finger protein 620
55364	5.99e-01	5.09e-01	0.0698	0.66046	0.046086	735.16	IMPACT	impact RWD domain protein
10657	5.99e-01	5.09e-01	0.0408	0.660223	0.026932	2926.35	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
253512	5.99e-01	5.09e-01	0.0909	-0.659878	-0.059971	397.13	SLC25A30	solute carrier family 25 member 30
200894	5.99e-01	5.10e-01	0.1206	0.65935	0.079539	203.39	ARL13B	ADP ribosylation factor like GTPase 13B
26769	6.00e-01	5.10e-01	0.4345	0.659023	0.286328	16.66	SNORD81	small nucleolar RNA, C/D box 81
54545	6.00e-01	5.10e-01	0.083	-0.658843	-0.054664	472.59	MTMR12	myotubularin related protein 12
60672	6.00e-01	5.10e-01	0.1663	0.65838	0.1095	103.11	MIIP	migration and invasion inhibitory protein
105376286	6.00e-01	5.11e-01	0.2886	0.658031	0.189934	33.82	LOC105376286	uncharacterized LOC105376286
93183	6.00e-01	5.11e-01	0.1056	-0.657572	-0.069439	264.79	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
441394	6.01e-01	5.11e-01	0.5016	0.65712	0.329637	12.31	SUGT1P1	SUGT1 pseudogene 1
105376220	6.01e-01	5.11e-01	0.2845	0.656956	0.186878	36.64	LINC02977	long intergenic non-protein coding RNA 2977
51192	6.01e-01	5.12e-01	0.1721	0.656389	0.11298	100.81	CKLF	chemokine like factor
8938	6.02e-01	5.12e-01	0.1677	0.655437	0.10991	103.93	BAIAP3	BAI1 associated protein 3
84996	6.02e-01	5.12e-01	0.3207	-0.655377	-0.210193	28.67	URB1-AS1	URB1 antisense RNA 1 (head to head)
107984418	6.02e-01	5.12e-01	0.6442	-0.655261	-0.4221	7.77	LOC107984418	uncharacterized LOC107984418
731275	6.02e-01	5.13e-01	0.3019	-0.654689	-0.197656	30.96	LINC01347	long intergenic non-protein coding RNA 1347
664709	6.02e-01	5.13e-01	0.0578	0.654619	0.037838	1139.72	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10
9095	6.02e-01	5.13e-01	0.3591	0.654422	0.234985	21.66	TBX19	T-box transcription factor 19
140685	6.03e-01	5.13e-01	0.1991	-0.654019	-0.130236	76.43	ZBTB46	zinc finger and BTB domain containing 46
105371492	6.03e-01	5.13e-01	0.2147	0.653641	0.140305	62.76	CTNS-AS1	CTNS antisense RNA 1
1138	6.03e-01	5.13e-01	0.4752	0.653558	0.310554	12.6	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit
163590	6.03e-01	5.14e-01	0.0582	0.653192	0.038032	1167.22	TOR1AIP2	torsin 1A interacting protein 2
54812	6.03e-01	5.14e-01	0.0809	0.653119	0.052857	517.98	AFTPH	aftiphilin
54816	6.03e-01	5.14e-01	0.0766	-0.653108	-0.049998	558.05	ZNF280D	zinc finger protein 280D
1744	6.03e-01	5.14e-01	0.3348	0.652889	0.218612	24.71	DLSTP1	dihydrolipoamide S-succinyltransferase pseudogene 1
6477	6.04e-01	5.14e-01	0.088	0.652308	0.057431	392.31	SIAH1	siah E3 ubiquitin protein ligase 1
55133	6.04e-01	5.14e-01	0.1162	-0.652058	-0.075762	232.66	SRBD1	S1 RNA binding domain 1
196403	6.04e-01	5.14e-01	0.0888	-0.652104	-0.057887	407.41	DTX3	deltex E3 ubiquitin ligase 3
55857	6.04e-01	5.15e-01	0.1216	0.651551	0.079198	199.84	KIZ	kizuna centrosomal protein
107987063	6.05e-01	5.15e-01	0.4555	-0.650925	-0.296473	13.77	LOC107987063	
594842	6.05e-01	5.15e-01	0.1623	-0.650596	-0.10558	111.72	HAS2-AS1	HAS2 antisense RNA 1
101928762	6.05e-01	5.15e-01	0.2845	-0.650638	-0.18508	35.38	LOC101928762	uncharacterized LOC101928762
60496	6.05e-01	5.16e-01	0.0708	0.650162	0.046032	660.48	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
10994	6.05e-01	5.16e-01	0.0841	0.649587	0.05463	456.99	ILVBL	ilvB acetolactate synthase like
9341	6.05e-01	5.16e-01	0.0475	-0.649465	-0.030834	2270.89	VAMP3	vesicle associated membrane protein 3
339005	6.06e-01	5.16e-01	0.1862	0.649192	0.120864	82.62	WHAMMP3	WHAMM pseudogene 3
100507459	6.06e-01	5.16e-01	0.1908	-0.648944	-0.123835	78.38	NRSN2-AS1	NRSN2 antisense RNA 1
3054	6.06e-01	5.17e-01	0.0561	-0.648674	-0.036371	1589.24	HCFC1	host cell factor C1
6834	6.06e-01	5.17e-01	0.1107	0.647966	0.071756	269.68	SURF1	SURF1 cytochrome c oxidase assembly factor
118812	6.07e-01	5.17e-01	0.1422	-0.647614	-0.09207	153.89	MORN4	MORN repeat containing 4
105372245	6.07e-01	5.17e-01	0.4933	0.647642	0.319496	11.69	LOC105372245	uncharacterized LOC105372245
115677	6.07e-01	5.17e-01	0.4633	-0.647454	-0.299936	14.06	NOSTRIN	nitric oxide synthase trafficking
641364	6.07e-01	5.17e-01	0.1848	0.647437	0.119668	82.96	SLC7A11-AS1	SLC7A11 antisense RNA 1
160851	6.07e-01	5.17e-01	0.0875	0.647424	0.056627	553.01	DGKH	diacylglycerol kinase eta
10666	6.07e-01	5.18e-01	0.435	-0.647194	-0.281547	16.57	CD226	CD226 molecule
105371709	6.07e-01	5.18e-01	0.3247	0.646997	0.210095	28.23	LOC105371709	uncharacterized LOC105371709
23054	6.07e-01	5.18e-01	0.0633	0.647002	0.040945	895.39	NCOA6	nuclear receptor coactivator 6
107984190	6.07e-01	5.18e-01	0.2706	-0.646465	-0.174951	39.14	LOC107984190	uncharacterized LOC107984190
100093630	6.07e-01	5.18e-01	0.091	-0.646346	-0.058827	407.33	SNHG8	small nucleolar RNA host gene 8
150678	6.07e-01	5.18e-01	0.1095	-0.646053	-0.070731	307.35	COPS9	COP9 signalosome subunit 9
284106	6.07e-01	5.18e-01	0.0985	-0.645862	-0.063629	312.15	CISD3	CDGSH iron sulfur domain 3
10529	6.07e-01	5.18e-01	0.595	-0.645697	-0.38419	7.95	NEBL	nebulette
90673	6.08e-01	5.19e-01	0.2284	-0.645517	-0.147416	56.34	PPP1R3E	protein phosphatase 1 regulatory subunit 3E
125919	6.08e-01	5.19e-01	0.2136	0.645279	0.137813	67.8	ZNF543	zinc finger protein 543
26251	6.08e-01	5.19e-01	0.172	-0.645019	-0.110911	101.1	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
101928421	6.08e-01	5.19e-01	0.521	-0.644902	-0.335964	11.64	LOC101928421	uncharacterized LOC101928421
10778	6.08e-01	5.19e-01	0.0939	-0.644843	-0.06056	373.6	ZNF271P	zinc finger protein 271, pseudogene
5590	6.08e-01	5.19e-01	0.2578	-0.644715	-0.166212	43.12	PRKCZ	protein kinase C zeta
55096	6.08e-01	5.19e-01	0.3633	0.644327	0.234077	21.31	EBLN2	endogenous Bornavirus like nucleoprotein 2
100128071	6.08e-01	5.19e-01	0.5336	0.644136	0.343733	9.96	FAM229A	family with sequence similarity 229 member A
100507032	6.08e-01	5.20e-01	0.4289	-0.644093	-0.276225	16.1	TMCC1-DT	TMCC1 divergent transcript
5965	6.09e-01	5.20e-01	0.0571	0.643503	0.036739	1530.83	RECQL	RecQ like helicase
100506844	6.09e-01	5.20e-01	0.2296	-0.643515	-0.147771	57.04	GIHCG	GIHCG inhibitor of miR-200b/200a/429 expression
23370	6.09e-01	5.20e-01	0.0725	0.643131	0.046597	672.69	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
100505696	6.09e-01	5.21e-01	0.1251	-0.642358	-0.080371	197.29	SH3BP5-AS1	SH3BP5 antisense RNA 1
64762	6.10e-01	5.21e-01	0.2432	-0.64209	-0.156141	51.46	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
23194	6.10e-01	5.21e-01	0.0821	-0.64137	-0.052647	488.79	FBXL7	F-box and leucine rich repeat protein 7
90060	6.11e-01	5.22e-01	0.2726	-0.639602	-0.174347	39.43	CCDC120	coiled-coil domain containing 120
8851	6.12e-01	5.23e-01	0.3559	-0.639202	-0.227477	22.62	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
64426	6.12e-01	5.23e-01	0.0668	0.63906	0.042681	735.01	SUDS3	SDS3 homolog, SIN3A corepressor complex component
107984643	6.12e-01	5.23e-01	0.2262	-0.638782	-0.144509	56.31	LOC107984643	uncharacterized LOC107984643
122945	6.12e-01	5.23e-01	0.51	-0.638802	-0.325784	11.04	NOXRED1	NADP dependent oxidoreductase domain containing 1
22841	6.12e-01	5.23e-01	0.0843	0.638498	0.053855	490.5	RAB11FIP2	RAB11 family interacting protein 2
65989	6.12e-01	5.23e-01	0.4477	-0.638156	-0.28573	14.5	DLK2	delta like non-canonical Notch ligand 2
54165	6.12e-01	5.24e-01	0.0728	-0.63784	-0.046415	664.37	DCUN1D1	defective in cullin neddylation 1 domain containing 1
23011	6.12e-01	5.24e-01	0.0616	-0.637696	-0.039256	990.51	RAB21	RAB21, member RAS oncogene family
131118	6.13e-01	5.24e-01	0.1143	0.637423	0.072884	241.06	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
105373975	6.13e-01	5.24e-01	0.2847	-0.636617	-0.181226	36.99	LOC105373975	
100507401	6.13e-01	5.24e-01	0.4462	-0.636669	-0.284067	14.65	LRP4-AS1	LRP4 antisense RNA 1
55175	6.13e-01	5.24e-01	0.1288	-0.636562	-0.081958	204.76	KLHL11	kelch like family member 11
100128893	6.13e-01	5.24e-01	0.3985	0.636468	0.253602	19.09	GATA6-AS1	GATA6 antisense RNA 1 (head to head)
26267	6.13e-01	5.25e-01	0.1496	0.636275	0.095157	148.83	FBXO10	F-box protein 10
84517	6.14e-01	5.25e-01	0.2757	-0.635521	-0.175182	42.13	ACTRT3	actin related protein T3
5711	6.14e-01	5.25e-01	0.0607	-0.635244	-0.038538	1052.05	PSMD5	proteasome 26S subunit, non-ATPase 5
11127	6.14e-01	5.25e-01	0.1173	-0.635126	-0.074511	243.41	KIF3A	kinesin family member 3A
7566	6.14e-01	5.25e-01	0.1697	-0.635032	-0.107759	114.17	ZNF18	zinc finger protein 18
162239	6.14e-01	5.25e-01	0.118	0.634961	0.074917	239.37	ZFP1	ZFP1 zinc finger protein
256643	6.15e-01	5.26e-01	0.1103	0.634193	0.069953	279.59	BCLAF3	BCLAF1 and THRAP3 family member 3
3208	6.15e-01	5.26e-01	0.4531	0.633997	0.287287	13.62	HPCA	hippocalcin
389114	6.15e-01	5.26e-01	0.1575	-0.6335	-0.09978	115.1	ZNF662	zinc finger protein 662
29102	6.15e-01	5.27e-01	0.0645	0.633117	0.04083	926.86	DROSHA	drosha ribonuclease III
102725068	6.15e-01	5.27e-01	0.502	-0.632848	-0.317666	11.9	MICB-DT	MICB divergent transcript
376693	6.15e-01	5.27e-01	0.5177	-0.632782	-0.327569	10.55	RPS10P7	ribosomal protein S10 pseudogene 7
4573	6.15e-01	5.27e-01	0.2328	-0.632726	-0.147322	51.78	TRNR	tRNA-Arg
107987254	6.16e-01	5.27e-01	0.4492	0.632499	0.284149	13.6	LOC107987254	
57794	6.16e-01	5.28e-01	0.0978	0.631775	0.06179	369.31	SUGP1	SURP and G-patch domain containing 1
56957	6.16e-01	5.28e-01	0.0776	0.631569	0.048999	607.89	OTUD7B	OTU deubiquitinase 7B
9534	6.16e-01	5.28e-01	0.1196	-0.631465	-0.07551	234.32	ZNF254	zinc finger protein 254
643136	6.17e-01	5.28e-01	0.1541	-0.630809	-0.097193	128.04	ZC3H11B	zinc finger CCCH-type containing 11B
9310	6.17e-01	5.28e-01	0.2997	0.630831	0.189046	32.14	ZNF235	zinc finger protein 235
63891	6.17e-01	5.28e-01	0.0812	0.630654	0.051185	484.03	RNF123	ring finger protein 123
645212	6.17e-01	5.28e-01	0.1775	-0.63035	-0.111868	90.89	EIF3J-DT	EIF3J divergent transcript
27330	6.17e-01	5.29e-01	0.1132	-0.629979	-0.071288	230.33	RPS6KA6	ribosomal protein S6 kinase A6
89853	6.17e-01	5.29e-01	0.1475	0.629519	0.092873	147.39	MVB12B	multivesicular body subunit 12B
283417	6.17e-01	5.29e-01	0.441	0.629507	0.277628	14.54	DPY19L2	dpy-19 like 2
100616439	6.17e-01	5.29e-01	0.5265	0.629301	0.331328	10.12	MIR4658	microRNA 4658
740	6.17e-01	5.29e-01	0.0734	-0.629262	-0.046201	653.88	MRPL49	mitochondrial ribosomal protein L49
22982	6.18e-01	5.29e-01	0.0658	0.629139	0.041379	844.7	DIP2C	disco interacting protein 2 homolog C
650368	6.18e-01	5.29e-01	0.1773	-0.628805	-0.111474	93.6	TSSC2	tumor suppressing subtransferable candidate 2 (pseudogene)
642843	6.18e-01	5.29e-01	0.4013	-0.62885	-0.252345	17.86	CPSF4L	cleavage and polyadenylation specific factor 4 like
4430	6.18e-01	5.30e-01	0.0433	-0.628241	-0.027184	2816.12	MYO1B	myosin IB
57522	6.18e-01	5.30e-01	0.0568	0.628294	0.035691	1120.35	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
26993	6.18e-01	5.30e-01	0.0804	0.628281	0.050525	517.24	AKAP8L	A-kinase anchoring protein 8 like
83591	6.18e-01	5.30e-01	0.1881	0.628054	0.118113	88.21	THAP2	THAP domain containing 2
389084	6.18e-01	5.30e-01	0.5123	0.627655	0.321522	12	SNORC	secondary ossification center associated regulator of chondrocyte maturation
107986206	6.18e-01	5.30e-01	0.5588	0.62767	0.350711	9.64	LRP2BP-AS1	LRP2BP antisense RNA 1
81545	6.19e-01	5.31e-01	0.07	-0.627155	-0.043909	682.89	FBXO38	F-box protein 38
9914	6.19e-01	5.31e-01	0.4428	0.626972	0.277614	14.92	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
57579	6.19e-01	5.31e-01	0.1302	-0.626634	-0.081559	185.81	FAM135A	family with sequence similarity 135 member A
23433	6.19e-01	5.31e-01	0.055	0.626469	0.034465	1485.35	RHOQ	ras homolog family member Q
10928	6.19e-01	5.31e-01	0.0526	0.626503	0.032955	1763.59	RALBP1	ralA binding protein 1
441294	6.19e-01	5.31e-01	0.4745	-0.626222	-0.297135	12.75	CTAGE15	CTAGE family member 15
92815	6.20e-01	5.32e-01	0.309	-0.625599	-0.193336	30.94	H2AC25	H2A clustered histone 25
65266	6.20e-01	5.32e-01	0.0923	0.62554	0.057728	384.53	WNK4	WNK lysine deficient protein kinase 4
51195	6.20e-01	5.32e-01	0.2498	-0.624721	-0.156085	47.46	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
143666	6.20e-01	5.32e-01	0.427	-0.624542	-0.266667	16.41	LOC143666	uncharacterized LOC143666
729967	6.20e-01	5.32e-01	0.1515	-0.624477	-0.094628	126.31	MORN2	MORN repeat containing 2
60487	6.20e-01	5.32e-01	0.1171	0.624276	0.073104	234.45	TRMT11	tRNA methyltransferase 11 homolog
100616453	6.20e-01	5.32e-01	0.517	-0.624327	-0.322794	10.62	MIR4687	microRNA 4687
10073	6.21e-01	5.33e-01	0.1015	-0.623662	-0.063304	301.91	SNUPN	snurportin 1
100129931	6.21e-01	5.33e-01	0.1226	-0.623432	-0.076418	193.13	LOC100129931	uncharacterized LOC100129931
101929475	6.21e-01	5.33e-01	0.3762	0.623291	0.234482	19.93	ITGB1-DT	ITGB1 divergent transcript
84233	6.21e-01	5.33e-01	0.1189	0.623076	0.074077	229.77	TMEM126A	transmembrane protein 126A
144404	6.21e-01	5.34e-01	0.0898	0.622543	0.0559	385.01	TMEM120B	transmembrane protein 120B
100505687	6.22e-01	5.34e-01	0.2238	0.622104	0.139206	58.15	LINC00888	long intergenic non-protein coding RNA 888
102723758	6.22e-01	5.34e-01	0.5856	0.62214	0.36432	8.31	LOC102723758	uncharacterized LOC102723758
115353	6.22e-01	5.34e-01	0.0774	0.621788	0.048128	553.01	LRRC42	leucine rich repeat containing 42
100506606	6.22e-01	5.34e-01	0.417	-0.621714	-0.259226	16.53	LOC100506606	uncharacterized LOC100506606
9827	6.22e-01	5.34e-01	0.0642	-0.621609	-0.039882	834.43	RGP1	RGP1 homolog, RAB6A GEF complex partner 1
101929705	6.22e-01	5.35e-01	0.3712	0.620995	0.230531	20.83	SCIRT	stem cell inhibitory RNA transcript
100506714	6.23e-01	5.35e-01	0.3138	-0.620218	-0.19465	31.24	NUP50-DT	NUP50 divergent transcript
735301	6.23e-01	5.35e-01	0.3807	0.620136	0.236101	19.93	SNHG9	small nucleolar RNA host gene 9
374897	6.23e-01	5.35e-01	0.3292	-0.620011	-0.204108	27.95	SBSN	suprabasin
94032	6.23e-01	5.35e-01	0.3569	-0.619688	-0.221165	23.35	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2
101928344	6.23e-01	5.36e-01	0.4517	-0.61936	-0.279762	13.97	LOC101928344	uncharacterized LOC101928344
1302	6.23e-01	5.36e-01	0.3274	0.61929	0.202731	26.12	COL11A2	collagen type XI alpha 2 chain
157777	6.23e-01	5.36e-01	0.1509	0.619198	0.093443	132.48	MCMDC2	minichromosome maintenance domain containing 2
441212	6.23e-01	5.36e-01	0.1506	0.618943	0.093231	128.95	RP9P	RP9 pseudogene
120863	6.23e-01	5.36e-01	0.3715	-0.618973	-0.229924	20.68	DEPDC4	DEP domain containing 4
100506020	6.25e-01	5.37e-01	0.2636	-0.617424	-0.162747	40.75	ARAP1-AS2	ARAP1 antisense RNA 2
26037	6.25e-01	5.37e-01	0.0447	-0.616863	-0.027543	2299.32	SIPA1L1	signal induced proliferation associated 1 like 1
107984347	6.25e-01	5.38e-01	0.1997	0.616262	0.123063	78.18	LOC107984347	replaced by ID 121233926
8338	6.26e-01	5.38e-01	0.586	-0.615831	-0.360894	8.19	H2AC20	H2A clustered histone 20
122970	6.26e-01	5.38e-01	0.4944	0.61574	0.304448	12.34	ACOT4	acyl-CoA thioesterase 4
54014	6.26e-01	5.38e-01	0.0597	0.615359	0.036725	1060.39	BRWD1	bromodomain and WD repeat domain containing 1
105372859	6.26e-01	5.38e-01	0.3007	-0.615321	-0.185	31.33	LOC105372859	uncharacterized LOC105372859
90864	6.26e-01	5.39e-01	0.1023	-0.614684	-0.062864	312.78	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3
10561	6.27e-01	5.39e-01	0.0393	-0.614209	-0.02416	4920.78	IFI44	interferon induced protein 44
102724009	6.27e-01	5.40e-01	0.169	-0.613228	-0.103609	99.89	KIF1C-AS1	KIF1C antisense RNA 1
5826	6.28e-01	5.40e-01	0.1046	-0.612801	-0.06411	274.11	ABCD4	ATP binding cassette subfamily D member 4
65990	6.28e-01	5.40e-01	0.162	0.612792	0.099296	118.73	ANTKMT	adenine nucleotide translocase lysine methyltransferase
163087	6.28e-01	5.40e-01	0.1589	-0.612487	-0.097336	144.26	ZNF383	zinc finger protein 383
10472	6.28e-01	5.40e-01	0.0972	0.612062	0.059512	339.04	ZBTB18	zinc finger and BTB domain containing 18
100313837	6.28e-01	5.41e-01	0.2935	0.611595	0.179525	32.67	MIR762	microRNA 762
729614	6.28e-01	5.41e-01	0.3001	0.611524	0.183526	31.37	SPEN-AS1	SPEN antisense RNA 1
29801	6.28e-01	5.41e-01	0.0754	-0.611323	-0.046091	613.52	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8
259282	6.29e-01	5.41e-01	0.0524	0.610828	0.032021	1733.94	BOD1L1	biorientation of chromosomes in cell division 1 like 1
84286	6.29e-01	5.41e-01	0.1312	0.610555	0.080092	168.86	TMEM175	transmembrane protein 175
203102	6.30e-01	5.42e-01	0.4682	-0.609712	-0.285493	14.64	ADAM32	ADAM metallopeptidase domain 32
2965	6.30e-01	5.42e-01	0.0641	0.609698	0.039062	855.81	GTF2H1	general transcription factor IIH subunit 1
1951	6.30e-01	5.42e-01	0.1858	0.609589	0.113267	91.19	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
101929540	6.30e-01	5.42e-01	0.4649	0.60927	0.283252	13.01	LOC101929540	uncharacterized LOC101929540
107987118	6.30e-01	5.43e-01	0.5213	0.608504	0.317218	10.54	LOC107987118	replaced by ID 401548
107984200	6.30e-01	5.43e-01	0.3503	-0.608558	-0.213182	23.28	LOC107984200	uncharacterized LOC107984200
6913	6.31e-01	5.43e-01	0.2024	0.607916	0.123069	70.57	TBX15	T-box transcription factor 15
56548	6.31e-01	5.43e-01	0.1871	-0.60789	-0.113744	85.98	CHST7	carbohydrate sulfotransferase 7
29063	6.31e-01	5.44e-01	0.1366	-0.60735	-0.082984	166.2	ZCCHC4	zinc finger CCHC-type containing 4
105371441	6.31e-01	5.44e-01	0.3705	-0.607219	-0.225002	21.05	LOC105371441	
23511	6.31e-01	5.44e-01	0.0599	-0.607201	-0.036399	1148.58	NUP188	nucleoporin 188
142686	6.32e-01	5.44e-01	0.2596	0.606486	0.157462	41.14	ASB14	ankyrin repeat and SOCS box containing 14
100287837	6.32e-01	5.44e-01	0.2488	-0.606316	-0.15084	46.22	ARHGEF17-AS1	ARHGEF17 antisense RNA 1
91949	6.32e-01	5.44e-01	0.0939	-0.60634	-0.056937	346.38	COG7	component of oligomeric golgi complex 7
729877	6.32e-01	5.44e-01	0.3045	-0.606338	-0.18464	30.22	TBC1D3H	TBC1 domain family member 3H
23008	6.32e-01	5.44e-01	0.069	0.606176	0.041819	732.4	KLHDC10	kelch domain containing 10
25979	6.32e-01	5.44e-01	0.1779	-0.606033	-0.107789	95.79	DHRS7B	dehydrogenase/reductase 7B
